PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,Season
833.0,648.0,1135.0,814.0,760.0,5.1,43.5,0.3852,2004-12-22 03:00:00,winter
776.0,525.0,1391.0,770.0,585.0,5.1,44.8,0.3967,2004-12-22 04:00:00,winter
812.0,541.0,1309.0,774.0,616.0,5.2,45.9,0.4099,2004-12-22 05:00:00,winter
821.0,563.0,1270.0,807.0,678.0,4.7,49.0,0.4209,2004-12-22 06:00:00,winter
932.0,701.0,944.0,875.0,936.0,4.5,51.8,0.4418,2004-12-22 07:00:00,winter
1069.0,931.0,782.0,1054.0,1110.0,4.5,53.0,0.4495,2004-12-22 08:00:00,winter
1137.0,1066.0,681.0,1151.0,1258.0,4.8,53.1,0.4605,2004-12-22 09:00:00,winter
1009.0,926.0,791.0,1015.0,1080.0,7.8,42.0,0.4464,2004-12-22 10:00:00,winter
962.0,877.0,841.0,969.0,949.0,9.3,37.6,0.4391,2004-12-22 11:00:00,winter
972.0,909.0,827.0,1012.0,894.0,10.0,34.2,0.4212,2004-12-22 12:00:00,winter
968.0,920.0,831.0,991.0,882.0,10.3,32.6,0.4094,2004-12-22 13:00:00,winter
939.0,902.0,884.0,969.0,872.0,9.8,31.8,0.3858,2004-12-22 14:00:00,winter
901.0,843.0,1061.0,907.0,751.0,9.8,30.3,0.3658,2004-12-22 15:00:00,winter
975.0,938.0,874.0,989.0,928.0,9.6,29.6,0.3545,2004-12-22 16:00:00,winter
1028.0,1025.0,774.0,1024.0,1160.0,8.1,32.5,0.3516,2004-12-22 17:00:00,winter
998.0,972.0,806.0,984.0,1090.0,6.8,36.1,0.3575,2004-12-22 18:00:00,winter
1094.0,1105.0,708.0,1086.0,1274.0,6.4,36.5,0.3519,2004-12-22 19:00:00,winter
1128.0,1161.0,672.0,1163.0,1340.0,5.9,37.8,0.3528,2004-12-22 20:00:00,winter
1111.0,1030.0,751.0,1033.0,1271.0,5.1,40.7,0.3621,2004-12-22 21:00:00,winter
1121.0,1023.0,725.0,1053.0,1354.0,4.8,45.1,0.3925,2004-12-22 22:00:00,winter
956.0,796.0,915.0,861.0,1084.0,4.5,43.9,0.3728,2004-12-22 23:00:00,winter
973.0,785.0,916.0,883.0,1086.0,5.2,44.1,0.3939,2004-12-23 00:00:00,winter
952.0,790.0,921.0,896.0,1038.0,4.3,46.4,0.3896,2004-12-23 01:00:00,winter
969.0,773.0,889.0,914.0,1064.0,3.0,52.5,0.4021,2004-12-23 02:00:00,winter
919.0,693.0,955.0,882.0,979.0,2.3,56.3,0.4134,2004-12-23 03:00:00,winter
874.0,657.0,985.0,867.0,930.0,1.5,61.4,0.4235,2004-12-23 04:00:00,winter
806.0,554.0,1206.0,807.0,783.0,4.0,50.4,0.4154,2004-12-23 05:00:00,winter
874.0,623.0,1096.0,847.0,831.0,2.8,55.2,0.4177,2004-12-23 06:00:00,winter
961.0,779.0,917.0,960.0,983.0,1.2,61.4,0.4159,2004-12-23 07:00:00,winter
1195.0,1096.0,668.0,1166.0,1315.0,1.4,61.3,0.4208,2004-12-23 08:00:00,winter
1184.0,1148.0,651.0,1178.0,1389.0,2.2,58.1,0.4218,2004-12-23 09:00:00,winter
1135.0,1076.0,685.0,1120.0,1396.0,4.3,49.4,0.4138,2004-12-23 10:00:00,winter
1211.0,1177.0,620.0,1221.0,1585.0,6.6,42.5,0.416,2004-12-23 11:00:00,winter
1228.0,1178.0,621.0,1202.0,1628.0,8.0,38.3,0.4133,2004-12-23 12:00:00,winter
1247.0,1188.0,598.0,1237.0,1692.0,9.1,36.1,0.4172,2004-12-23 13:00:00,winter
1336.0,1256.0,567.0,1320.0,1828.0,10.0,34.7,0.4259,2004-12-23 14:00:00,winter
1205.0,1079.0,652.0,1168.0,1476.0,11.0,33.0,0.4331,2004-12-23 15:00:00,winter
1305.0,1238.0,565.0,1325.0,1640.0,11.3,33.6,0.4504,2004-12-23 16:00:00,winter
1568.0,1528.0,455.0,1661.0,983.0,9.4,41.3,0.4888,2004-12-23 17:00:00,winter
1630.0,1622.0,421.0,1757.0,983.0,8.0,45.9,0.4936,2004-12-23 18:00:00,winter
1075.0,923.0,402.0,1820.0,983.0,7.1,50.3,0.51,2004-12-23 19:00:00,winter
1075.0,923.0,402.0,1832.0,983.0,6.2,56.9,0.5419,2004-12-23 20:00:00,winter
1564.0,1462.0,472.0,1574.0,983.0,6.3,57.9,0.5575,2004-12-23 21:00:00,winter
1441.0,1314.0,517.0,1389.0,983.0,6.2,56.8,0.5421,2004-12-23 22:00:00,winter
1376.0,1209.0,549.0,1283.0,983.0,6.1,54.7,0.5201,2004-12-23 23:00:00,winter
1412.0,1216.0,543.0,1300.0,983.0,6.0,55.6,0.5244,2004-12-24 00:00:00,winter
1352.0,1137.0,567.0,1234.0,2016.0,5.1,59.0,0.5248,2004-12-24 01:00:00,winter
1285.0,1052.0,605.0,1164.0,1967.0,5.1,58.4,0.517,2004-12-24 02:00:00,winter
1263.0,997.0,625.0,1140.0,1960.0,4.7,60.8,0.5232,2004-12-24 03:00:00,winter
1200.0,929.0,664.0,1082.0,1847.0,4.2,63.1,0.5259,2004-12-24 04:00:00,winter
1187.0,931.0,669.0,1093.0,1792.0,4.3,64.1,0.537,2004-12-24 05:00:00,winter
1166.0,909.0,691.0,1079.0,1680.0,4.8,61.9,0.537,2004-12-24 06:00:00,winter
1209.0,958.0,666.0,1124.0,1662.0,5.3,61.1,0.5499,2004-12-24 07:00:00,winter
1349.0,1136.0,575.0,1299.0,1810.0,5.7,61.3,0.5657,2004-12-24 08:00:00,winter
1458.0,1307.0,497.0,1483.0,983.0,6.1,60.5,0.5719,2004-12-24 09:00:00,winter
1462.0,1263.0,510.0,1421.0,983.0,6.7,59.7,0.589,2004-12-24 10:00:00,winter
1448.0,1263.0,511.0,1428.0,1971.0,7.2,58.6,0.5986,2004-12-24 11:00:00,winter
1419.0,1254.0,524.0,1406.0,1950.0,8.0,55.9,0.6018,2004-12-24 12:00:00,winter
1561.0,1425.0,465.0,1624.0,983.0,9.8,52.4,0.6349,2004-12-24 13:00:00,winter
1558.0,1375.0,471.0,1563.0,983.0,10.5,51.1,0.6503,2004-12-24 14:00:00,winter
1438.0,1208.0,528.0,1405.0,1962.0,10.8,52.4,0.6767,2004-12-24 15:00:00,winter
1532.0,1356.0,474.0,1610.0,983.0,10.6,55.3,0.7058,2004-12-24 16:00:00,winter
1522.0,1337.0,479.0,1578.0,983.0,10.4,57.0,0.7167,2004-12-24 17:00:00,winter
1514.0,1338.0,474.0,1598.0,2018.0,10.2,58.3,0.7256,2004-12-24 18:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-12-24 19:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-12-24 20:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-12-24 21:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-12-24 22:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-12-24 23:00:00,winter
1505.0,1168.0,525.0,1447.0,983.0,9.4,66.1,0.7816,2004-12-25 00:00:00,winter
1458.0,1123.0,540.0,1395.0,983.0,9.6,65.9,0.7869,2004-12-25 01:00:00,winter
1431.0,1100.0,553.0,1385.0,1913.0,9.5,66.2,0.7882,2004-12-25 02:00:00,winter
1366.0,1027.0,583.0,1328.0,1901.0,9.2,67.3,0.7851,2004-12-25 03:00:00,winter
1332.0,997.0,601.0,1304.0,1783.0,9.1,68.7,0.7925,2004-12-25 04:00:00,winter
1243.0,924.0,648.0,1250.0,1534.0,9.0,69.8,0.8039,2004-12-25 05:00:00,winter
1251.0,924.0,644.0,1246.0,1568.0,8.9,70.5,0.8056,2004-12-25 06:00:00,winter
1259.0,944.0,631.0,1267.0,1622.0,8.9,70.4,0.8074,2004-12-25 07:00:00,winter
1268.0,926.0,645.0,1247.0,1628.0,9.1,69.6,0.8045,2004-12-25 08:00:00,winter
1288.0,956.0,623.0,1272.0,1553.0,9.0,70.8,0.8173,2004-12-25 09:00:00,winter
1410.0,1015.0,594.0,1319.0,1769.0,9.8,68.6,0.8324,2004-12-25 10:00:00,winter
1374.0,999.0,598.0,1316.0,1776.0,10.2,67.3,0.8373,2004-12-25 11:00:00,winter
1458.0,1090.0,553.0,1383.0,1898.0,10.7,65.0,0.8378,2004-12-25 12:00:00,winter
1609.0,1243.0,505.0,1491.0,983.0,11.4,62.9,0.8454,2004-12-25 13:00:00,winter
1424.0,1090.0,566.0,1351.0,1896.0,12.2,61.1,0.8652,2004-12-25 14:00:00,winter
1331.0,966.0,633.0,1266.0,1745.0,12.1,61.8,0.8723,2004-12-25 15:00:00,winter
1434.0,1093.0,561.0,1366.0,1893.0,11.7,65.6,0.898,2004-12-25 16:00:00,winter
1542.0,1161.0,531.0,1435.0,1972.0,11.4,67.9,0.9119,2004-12-25 17:00:00,winter
1075.0,1234.0,501.0,1513.0,2020.0,11.2,70.8,0.9386,2004-12-25 18:00:00,winter
1633.0,1240.0,496.0,1555.0,1906.0,10.9,75.9,0.9868,2004-12-25 19:00:00,winter
1075.0,1333.0,460.0,1689.0,1832.0,11.3,78.3,1.0455,2004-12-25 20:00:00,winter
1523.0,1132.0,541.0,1488.0,1470.0,10.3,82.8,1.0369,2004-12-25 21:00:00,winter
1543.0,1174.0,521.0,1542.0,1494.0,10.4,82.5,1.0406,2004-12-25 22:00:00,winter
1469.0,1086.0,564.0,1485.0,1394.0,11.0,81.7,1.0727,2004-12-25 23:00:00,winter
1271.0,886.0,688.0,1321.0,1113.0,11.7,79.8,1.0964,2004-12-26 00:00:00,winter
1161.0,810.0,775.0,1281.0,958.0,11.6,80.0,1.0924,2004-12-26 01:00:00,winter
1053.0,680.0,890.0,1166.0,807.0,11.3,80.1,1.0741,2004-12-26 02:00:00,winter
916.0,541.0,1143.0,1064.0,536.0,11.7,74.1,1.0167,2004-12-26 03:00:00,winter
900.0,522.0,1242.0,1070.0,471.0,10.8,78.7,1.0202,2004-12-26 04:00:00,winter
855.0,479.0,1319.0,1068.0,450.0,10.7,81.5,1.0497,2004-12-26 05:00:00,winter
848.0,464.0,818.0,1062.0,438.0,10.9,80.3,1.0444,2004-12-26 06:00:00,winter
873.0,485.0,1305.0,1083.0,512.0,10.7,80.7,1.0377,2004-12-26 07:00:00,winter
945.0,569.0,1140.0,1135.0,632.0,10.5,81.8,1.0416,2004-12-26 08:00:00,winter
1003.0,618.0,1003.0,1159.0,754.0,10.4,82.9,1.0419,2004-12-26 09:00:00,winter
1041.0,659.0,908.0,1188.0,792.0,10.6,82.1,1.0451,2004-12-26 10:00:00,winter
1036.0,685.0,942.0,1168.0,776.0,11.5,72.6,0.9846,2004-12-26 11:00:00,winter
1124.0,799.0,775.0,1231.0,969.0,12.8,65.5,0.964,2004-12-26 12:00:00,winter
1130.0,803.0,772.0,1230.0,975.0,13.9,60.9,0.9644,2004-12-26 13:00:00,winter
991.0,632.0,981.0,1114.0,637.0,14.9,57.9,0.9726,2004-12-26 14:00:00,winter
988.0,596.0,1056.0,1118.0,541.0,14.8,63.5,1.0592,2004-12-26 15:00:00,winter
1163.0,801.0,772.0,1288.0,876.0,13.6,68.9,1.0699,2004-12-26 16:00:00,winter
1226.0,853.0,725.0,1307.0,1029.0,13.6,68.9,1.0661,2004-12-26 17:00:00,winter
1286.0,942.0,687.0,1362.0,1103.0,13.5,67.1,1.0357,2004-12-26 18:00:00,winter
1423.0,1116.0,553.0,1531.0,1369.0,12.3,75.4,1.0768,2004-12-26 19:00:00,winter
1408.0,1088.0,560.0,1504.0,1381.0,11.7,80.0,1.0938,2004-12-26 20:00:00,winter
1178.0,866.0,700.0,1342.0,1094.0,11.8,82.7,1.1381,2004-12-26 21:00:00,winter
985.0,701.0,877.0,1187.0,835.0,11.8,77.5,1.0741,2004-12-26 22:00:00,winter
1113.0,776.0,828.0,1217.0,881.0,12.0,72.3,1.0095,2004-12-26 23:00:00,winter
1178.0,873.0,700.0,1328.0,987.0,11.2,79.6,1.0587,2004-12-27 00:00:00,winter
1024.0,705.0,876.0,1168.0,807.0,11.5,74.2,1.0063,2004-12-27 01:00:00,winter
954.0,630.0,988.0,1107.0,664.0,11.6,68.9,0.9411,2004-12-27 02:00:00,winter
875.0,548.0,1165.0,1049.0,525.0,11.5,67.4,0.9106,2004-12-27 03:00:00,winter
877.0,526.0,1171.0,1023.0,496.0,11.7,64.6,0.8888,2004-12-27 04:00:00,winter
826.0,465.0,1322.0,978.0,433.0,11.9,61.1,0.8527,2004-12-27 05:00:00,winter
862.0,535.0,1193.0,1020.0,524.0,12.5,57.3,0.8269,2004-12-27 06:00:00,winter
938.0,653.0,970.0,1100.0,747.0,12.3,60.1,0.8562,2004-12-27 07:00:00,winter
1205.0,943.0,688.0,1361.0,1052.0,11.5,68.7,0.9302,2004-12-27 08:00:00,winter
1171.0,978.0,637.0,1374.0,1092.0,12.5,63.2,0.9113,2004-12-27 09:00:00,winter
1131.0,926.0,684.0,1324.0,1036.0,12.9,63.2,0.9335,2004-12-27 10:00:00,winter
1074.0,832.0,748.0,1230.0,934.0,13.5,59.9,0.9261,2004-12-27 11:00:00,winter
1062.0,822.0,764.0,1228.0,917.0,13.4,61.3,0.9379,2004-12-27 12:00:00,winter
1045.0,800.0,796.0,1193.0,839.0,14.4,57.1,0.9309,2004-12-27 13:00:00,winter
1034.0,763.0,840.0,1192.0,761.0,15.0,57.2,0.9698,2004-12-27 14:00:00,winter
1186.0,899.0,695.0,1332.0,926.0,12.4,72.6,1.0422,2004-12-27 15:00:00,winter
1256.0,996.0,625.0,1417.0,1104.0,12.8,73.6,1.0851,2004-12-27 16:00:00,winter
1138.0,854.0,735.0,1276.0,911.0,13.3,68.2,1.0356,2004-12-27 17:00:00,winter
1138.0,891.0,721.0,1295.0,918.0,13.4,66.6,1.0187,2004-12-27 18:00:00,winter
1114.0,899.0,710.0,1279.0,948.0,13.3,63.6,0.9661,2004-12-27 19:00:00,winter
1107.0,905.0,705.0,1288.0,966.0,12.9,62.4,0.9258,2004-12-27 20:00:00,winter
1117.0,876.0,706.0,1264.0,1057.0,12.4,64.7,0.9266,2004-12-27 21:00:00,winter
1090.0,812.0,753.0,1213.0,1001.0,12.1,65.6,0.9222,2004-12-27 22:00:00,winter
954.0,665.0,916.0,1119.0,777.0,11.3,69.8,0.932,2004-12-27 23:00:00,winter
987.0,715.0,884.0,1145.0,797.0,11.0,68.7,0.9001,2004-12-28 00:00:00,winter
969.0,659.0,945.0,1082.0,691.0,11.1,65.3,0.8601,2004-12-28 01:00:00,winter
939.0,648.0,949.0,1084.0,680.0,10.2,66.9,0.8323,2004-12-28 02:00:00,winter
961.0,654.0,925.0,1084.0,755.0,9.5,70.1,0.8343,2004-12-28 03:00:00,winter
916.0,623.0,962.0,1064.0,725.0,9.8,69.4,0.8397,2004-12-28 04:00:00,winter
835.0,484.0,1266.0,961.0,432.0,10.7,62.5,0.802,2004-12-28 05:00:00,winter
885.0,572.0,1081.0,1031.0,612.0,10.4,64.8,0.8138,2004-12-28 06:00:00,winter
1088.0,839.0,760.0,1236.0,951.0,9.7,73.1,0.8772,2004-12-28 07:00:00,winter
1358.0,1158.0,529.0,1537.0,1326.0,9.3,77.0,0.9018,2004-12-28 08:00:00,winter
1456.0,1389.0,443.0,1808.0,1504.0,9.1,77.1,0.8947,2004-12-28 09:00:00,winter
1274.0,1159.0,545.0,1493.0,1326.0,10.6,67.9,0.8666,2004-12-28 10:00:00,winter
1092.0,946.0,691.0,1234.0,1043.0,12.7,56.7,0.8304,2004-12-28 11:00:00,winter
1111.0,993.0,662.0,1287.0,1058.0,13.0,53.9,0.8029,2004-12-28 12:00:00,winter
1177.0,1143.0,574.0,1443.0,1205.0,13.9,49.0,0.7727,2004-12-28 13:00:00,winter
1199.0,1138.0,581.0,1452.0,1203.0,14.4,49.2,0.8027,2004-12-28 14:00:00,winter
1121.0,1003.0,656.0,1323.0,1058.0,14.3,48.6,0.79,2004-12-28 15:00:00,winter
1252.0,1164.0,559.0,1474.0,1257.0,13.6,52.8,0.8177,2004-12-28 16:00:00,winter
1233.0,1144.0,575.0,1436.0,1271.0,13.1,54.3,0.8167,2004-12-28 17:00:00,winter
1215.0,1063.0,616.0,1370.0,1214.0,12.4,59.3,0.853,2004-12-28 18:00:00,winter
1193.0,1020.0,645.0,1340.0,1135.0,12.1,61.5,0.8677,2004-12-28 19:00:00,winter
1195.0,1026.0,637.0,1342.0,1150.0,12.0,60.8,0.852,2004-12-28 20:00:00,winter
1301.0,1080.0,579.0,1435.0,1248.0,11.0,73.8,0.9677,2004-12-28 21:00:00,winter
1126.0,828.0,722.0,1250.0,955.0,9.6,82.9,0.99,2004-12-28 22:00:00,winter
1013.0,687.0,872.0,1135.0,726.0,8.6,83.5,0.9372,2004-12-28 23:00:00,winter
982.0,645.0,922.0,1107.0,708.0,8.7,83.0,0.9393,2004-12-29 00:00:00,winter
970.0,642.0,922.0,1107.0,704.0,8.8,81.2,0.9214,2004-12-29 01:00:00,winter
959.0,637.0,958.0,1107.0,667.0,8.9,79.0,0.9032,2004-12-29 02:00:00,winter
925.0,598.0,978.0,1079.0,662.0,9.0,76.5,0.8828,2004-12-29 03:00:00,winter
847.0,502.0,1198.0,1020.0,508.0,9.0,75.8,0.8721,2004-12-29 04:00:00,winter
885.0,534.0,1144.0,1036.0,529.0,9.1,73.9,0.8576,2004-12-29 05:00:00,winter
883.0,549.0,1019.0,1025.0,607.0,9.4,70.9,0.8386,2004-12-29 06:00:00,winter
892.0,587.0,1070.0,1041.0,623.0,10.1,65.9,0.8148,2004-12-29 07:00:00,winter
970.0,678.0,916.0,1101.0,732.0,10.1,64.6,0.7967,2004-12-29 08:00:00,winter
904.0,644.0,949.0,1036.0,697.0,9.3,64.7,0.7575,2004-12-29 09:00:00,winter
919.0,652.0,953.0,1045.0,712.0,9.9,61.3,0.7499,2004-12-29 10:00:00,winter
929.0,668.0,937.0,1054.0,696.0,10.6,59.9,0.7674,2004-12-29 11:00:00,winter
938.0,729.0,874.0,1060.0,702.0,11.1,55.3,0.7325,2004-12-29 12:00:00,winter
971.0,786.0,812.0,1086.0,796.0,12.0,49.3,0.69,2004-12-29 13:00:00,winter
914.0,739.0,870.0,1025.0,714.0,11.6,46.8,0.6397,2004-12-29 14:00:00,winter
892.0,719.0,918.0,1019.0,635.0,12.0,44.0,0.6169,2004-12-29 15:00:00,winter
913.0,735.0,905.0,1024.0,706.0,11.8,44.3,0.6141,2004-12-29 16:00:00,winter
928.0,759.0,871.0,1040.0,775.0,11.3,45.4,0.6063,2004-12-29 17:00:00,winter
1035.0,941.0,734.0,1175.0,965.0,11.3,44.1,0.5909,2004-12-29 18:00:00,winter
1033.0,939.0,729.0,1159.0,979.0,11.2,45.1,0.5971,2004-12-29 19:00:00,winter
990.0,865.0,764.0,1130.0,902.0,10.8,47.3,0.6122,2004-12-29 20:00:00,winter
934.0,750.0,891.0,1035.0,798.0,10.7,47.7,0.6127,2004-12-29 21:00:00,winter
881.0,670.0,979.0,978.0,697.0,10.5,46.9,0.5956,2004-12-29 22:00:00,winter
855.0,631.0,1033.0,932.0,626.0,10.2,45.4,0.5632,2004-12-29 23:00:00,winter
832.0,598.0,1122.0,912.0,537.0,9.7,46.0,0.5546,2004-12-30 00:00:00,winter
848.0,639.0,1057.0,929.0,574.0,9.8,45.2,0.5489,2004-12-30 01:00:00,winter
806.0,567.0,1163.0,878.0,490.0,9.4,45.4,0.5355,2004-12-30 02:00:00,winter
796.0,545.0,1210.0,853.0,450.0,9.3,44.0,0.5153,2004-12-30 03:00:00,winter
777.0,493.0,1247.0,828.0,438.0,8.8,45.2,0.5134,2004-12-30 04:00:00,winter
785.0,505.0,1226.0,829.0,428.0,8.7,45.6,0.5128,2004-12-30 05:00:00,winter
766.0,470.0,1317.0,810.0,404.0,8.5,44.8,0.498,2004-12-30 06:00:00,winter
808.0,534.0,1243.0,853.0,480.0,8.7,43.4,0.4905,2004-12-30 07:00:00,winter
975.0,822.0,852.0,1049.0,876.0,8.5,43.6,0.4865,2004-12-30 08:00:00,winter
943.0,816.0,828.0,1033.0,868.0,8.8,42.0,0.4773,2004-12-30 09:00:00,winter
886.0,764.0,920.0,946.0,740.0,10.8,35.1,0.4549,2004-12-30 10:00:00,winter
861.0,716.0,973.0,921.0,628.0,11.7,34.4,0.4712,2004-12-30 11:00:00,winter
881.0,734.0,961.0,925.0,636.0,12.6,31.7,0.4613,2004-12-30 12:00:00,winter
855.0,741.0,965.0,901.0,616.0,12.5,30.3,0.4367,2004-12-30 13:00:00,winter
855.0,725.0,983.0,898.0,613.0,11.4,32.8,0.4424,2004-12-30 14:00:00,winter
844.0,689.0,1040.0,867.0,545.0,12.1,31.1,0.4383,2004-12-30 15:00:00,winter
900.0,794.0,906.0,930.0,710.0,12.3,29.7,0.4226,2004-12-30 16:00:00,winter
883.0,751.0,962.0,922.0,661.0,9.8,36.4,0.4414,2004-12-30 17:00:00,winter
994.0,903.0,781.0,1079.0,922.0,9.3,40.8,0.4781,2004-12-30 18:00:00,winter
927.0,774.0,883.0,976.0,755.0,8.6,45.1,0.5038,2004-12-30 19:00:00,winter
1078.0,987.0,718.0,1152.0,1015.0,9.3,41.7,0.4884,2004-12-30 20:00:00,winter
952.0,788.0,849.0,1018.0,876.0,8.7,44.3,0.4998,2004-12-30 21:00:00,winter
882.0,660.0,991.0,922.0,727.0,8.0,47.6,0.5113,2004-12-30 22:00:00,winter
924.0,724.0,946.0,969.0,781.0,7.7,47.2,0.4975,2004-12-30 23:00:00,winter
987.0,823.0,827.0,1027.0,893.0,7.2,50.2,0.5118,2004-12-31 00:00:00,winter
930.0,752.0,889.0,981.0,820.0,6.9,50.3,0.5029,2004-12-31 01:00:00,winter
861.0,654.0,995.0,919.0,632.0,6.7,50.7,0.4998,2004-12-31 02:00:00,winter
783.0,522.0,1241.0,832.0,458.0,7.6,46.4,0.4869,2004-12-31 03:00:00,winter
744.0,431.0,818.0,778.0,345.0,7.4,45.7,0.4714,2004-12-31 04:00:00,winter
753.0,426.0,818.0,792.0,337.0,6.9,49.3,0.4913,2004-12-31 05:00:00,winter
787.0,452.0,1400.0,823.0,370.0,7.8,48.1,0.5095,2004-12-31 06:00:00,winter
820.0,506.0,1221.0,871.0,466.0,8.1,47.8,0.5157,2004-12-31 07:00:00,winter
840.0,552.0,1152.0,893.0,510.0,8.5,46.7,0.5191,2004-12-31 08:00:00,winter
897.0,656.0,953.0,964.0,641.0,8.9,44.1,0.5039,2004-12-31 09:00:00,winter
989.0,793.0,815.0,1052.0,862.0,9.4,42.5,0.5038,2004-12-31 10:00:00,winter
909.0,737.0,909.0,941.0,753.0,10.8,36.3,0.4712,2004-12-31 11:00:00,winter
865.0,697.0,1002.0,883.0,589.0,11.9,30.6,0.4264,2004-12-31 12:00:00,winter
924.0,821.0,899.0,955.0,704.0,12.2,29.7,0.4205,2004-12-31 13:00:00,winter
912.0,794.0,885.0,943.0,731.0,12.0,31.1,0.434,2004-12-31 14:00:00,winter
872.0,717.0,991.0,882.0,592.0,12.7,28.4,0.416,2004-12-31 15:00:00,winter
917.0,794.0,907.0,946.0,740.0,13.3,27.5,0.4185,2004-12-31 16:00:00,winter
962.0,883.0,818.0,996.0,896.0,11.4,30.8,0.4148,2004-12-31 17:00:00,winter
932.0,817.0,883.0,942.0,854.0,9.8,34.0,0.4112,2004-12-31 18:00:00,winter
930.0,781.0,933.0,906.0,866.0,9.3,33.6,0.3958,2004-12-31 19:00:00,winter
962.0,780.0,919.0,909.0,884.0,9.6,32.3,0.3871,2004-12-31 20:00:00,winter
974.0,790.0,915.0,895.0,951.0,9.1,32.5,0.3766,2004-12-31 21:00:00,winter
1055.0,791.0,845.0,936.0,1195.0,9.1,37.2,0.431,2004-12-31 22:00:00,winter
1003.0,744.0,882.0,899.0,1138.0,7.8,38.4,0.4085,2004-12-31 23:00:00,winter
1046.0,724.0,848.0,898.0,1201.0,8.2,40.1,0.4375,2005-01-01 00:00:00,winter
1275.0,930.0,649.0,1024.0,1617.0,5.3,50.7,0.4564,2005-01-01 01:00:00,winter
1173.0,878.0,738.0,1002.0,1355.0,5.9,50.0,0.4689,2005-01-01 02:00:00,winter
1163.0,881.0,748.0,1001.0,1296.0,4.9,53.9,0.4693,2005-01-01 03:00:00,winter
1054.0,791.0,830.0,967.0,1131.0,4.3,55.3,0.465,2005-01-01 04:00:00,winter
1004.0,753.0,879.0,942.0,1036.0,4.2,57.1,0.4759,2005-01-01 05:00:00,winter
1001.0,777.0,859.0,954.0,1009.0,3.5,58.3,0.4636,2005-01-01 06:00:00,winter
974.0,736.0,888.0,945.0,966.0,3.0,60.7,0.4667,2005-01-01 07:00:00,winter
915.0,653.0,973.0,905.0,901.0,2.6,63.2,0.4721,2005-01-01 08:00:00,winter
939.0,649.0,996.0,897.0,879.0,3.9,59.0,0.4807,2005-01-01 09:00:00,winter
973.0,748.0,878.0,968.0,991.0,4.7,57.2,0.4932,2005-01-01 10:00:00,winter
1011.0,782.0,846.0,992.0,1019.0,6.8,48.6,0.4822,2005-01-01 11:00:00,winter
1097.0,875.0,778.0,1080.0,1151.0,8.6,43.6,0.4887,2005-01-01 12:00:00,winter
1149.0,914.0,742.0,1072.0,1242.0,9.5,41.2,0.4908,2005-01-01 13:00:00,winter
1117.0,934.0,721.0,1075.0,1206.0,10.9,35.9,0.468,2005-01-01 14:00:00,winter
1085.0,896.0,760.0,1049.0,1138.0,12.5,32.3,0.467,2005-01-01 15:00:00,winter
1102.0,885.0,772.0,1051.0,1142.0,12.8,32.6,0.4814,2005-01-01 16:00:00,winter
1281.0,1053.0,659.0,1192.0,1438.0,10.9,39.7,0.5166,2005-01-01 17:00:00,winter
1472.0,1198.0,555.0,1344.0,1735.0,9.0,51.8,0.5961,2005-01-01 18:00:00,winter
1328.0,1029.0,637.0,1188.0,1611.0,8.1,54.1,0.5882,2005-01-01 19:00:00,winter
1198.0,897.0,720.0,1072.0,1436.0,7.8,54.6,0.5786,2005-01-01 20:00:00,winter
1176.0,905.0,718.0,1104.0,1389.0,6.2,59.6,0.5698,2005-01-01 21:00:00,winter
1118.0,830.0,765.0,1058.0,1313.0,5.7,59.9,0.5523,2005-01-01 22:00:00,winter
1091.0,773.0,820.0,1003.0,1232.0,5.6,59.7,0.5463,2005-01-01 23:00:00,winter
1078.0,775.0,809.0,1012.0,1195.0,4.7,62.9,0.5424,2005-01-02 00:00:00,winter
1043.0,726.0,875.0,972.0,1107.0,4.5,63.5,0.5411,2005-01-02 01:00:00,winter
992.0,685.0,916.0,963.0,1035.0,4.5,63.6,0.5414,2005-01-02 02:00:00,winter
1004.0,739.0,868.0,1004.0,1030.0,3.1,70.0,0.5388,2005-01-02 03:00:00,winter
947.0,673.0,929.0,974.0,929.0,3.2,68.3,0.531,2005-01-02 04:00:00,winter
923.0,634.0,984.0,943.0,875.0,3.1,69.2,0.5337,2005-01-02 05:00:00,winter
911.0,613.0,992.0,934.0,861.0,2.4,71.9,0.5288,2005-01-02 06:00:00,winter
924.0,629.0,994.0,941.0,852.0,3.1,68.7,0.5317,2005-01-02 07:00:00,winter
954.0,674.0,940.0,981.0,891.0,2.1,73.1,0.5289,2005-01-02 08:00:00,winter
